,appName,n_dm,n_l2,n_shm,tex_trans,n_flop_sp,n_flop_dp,n_int,act_util,inst_per_warp,real_cycle
0,cachebench-l2-only,0.03036913584023587,0.3767606632786905,0.0,0.18837189953138717,0.0,0.0,0.4044983013496865,0.36604699999999996,56919.0,17.970187366938042
1,cachebench-l2-only,0.020891776654038838,0.3805876453425827,0.0,0.19028527088926442,0.0,0.0,0.40823530711411404,0.36738000000000004,56919.0,18.280019032239245
2,cachebench-l2-only,0.03147159159371538,0.37651968552580917,0.0,0.18825151222097875,0.0,0.0,0.4037572106594966,0.368052,56919.0,18.164897300322824
3,cachebench-l2-only,0.035214307125816004,0.3750915474148181,0.0,0.18753734382558043,0.0,0.0,0.4021568016337856,0.36640300000000003,56919.0,18.006554583626162
4,cachebench-l2-only,0.03685333912634416,0.37446316922990697,0.0,0.1872231991437841,0.0,0.0,0.4014602924999648,0.369777,56919.0,18.231148830440894
5,cachebench-l2-only,0.03435894216876877,0.3754418625800104,0.0,0.18771253668897783,0.0,0.0,0.40248665856224314,0.369481,56919.0,18.302394169141195
6,cachebench-l2-only,0.03316682721619158,0.375914232881823,0.0,0.1879487480849924,0.0,0.0,0.402970191816993,0.36885500000000004,56919.0,18.296624794777816
7,cachebench-l2-only,0.031651589293935085,0.37651249500602346,0.0,0.1882477119555325,0.0,0.0,0.40358820374450893,0.37102199999999996,56919.0,18.488304653119723
8,cachebench-l2-only,0.025696801430941076,0.3788276714258205,0.0,0.1894053783093539,0.0,0.0,0.40607014883388454,0.369542,56919.0,18.493759391348483
9,cachebench-l2-only,0.021991342518364033,0.38026845620634214,0.0,0.19012571263239006,0.0,0.0,0.40761448864290367,0.370529,56919.0,18.645081381622578
10,cachebench-l2-only,0.014861052015353577,0.3830498377508759,0.0,0.19151642428496735,0.0,0.0,0.4105726859488033,0.371678,56919.0,18.83278165840723
11,cachebench-l2-only,0.04230418791180859,0.3723792782543657,0.0,0.18618129398022443,0.0,0.0,0.3991352398536013,0.372235,56919.0,20.469057035654547
12,cachebench-l2-only,0.09015877576079949,0.35377222555830073,0.0,0.17687804757295686,0.0,0.0,0.3791909511079429,0.372796,56919.0,26.73739512426286
13,cachebench-l2-only,0.13758429766331037,0.33533206518011693,0.0,0.1676581950604428,0.0,0.0,0.3594254420961299,0.373156,56919.0,31.04768605991752
14,cachebench-l2-only,0.18926207778919482,0.3152382033004669,0.0,0.15761177670705487,0.0,0.0,0.3378879422032834,0.372349,56919.0,33.25447395127247
15,cachebench-l2-only,0.22172357162484266,0.3026233318677042,0.0,0.1513047088334973,0.0,0.0,0.32434838767395585,0.371662,56919.0,34.031285842410725
16,cachebench-l2-only,0.27967068545159735,0.2800981374842301,0.0,0.14004247446837917,0.0,0.0,0.3001887025957933,0.368678,56919.0,38.633745750852036
17,cachebench-l2-only,0.022570381210333466,0.47988229987765196,0.0,0.23993569604280937,0.0,0.0,0.2576116228692053,0.36708,56919.0,17.118106928178012
18,cachebench-l2-only,0.054132390504802834,0.4644979093448686,0.0,0.23224362222865763,0.0,0.0,0.24912607792167102,0.36642399999999997,56919.0,16.440036539819825
19,cachebench-l2-only,0.06021788437221052,0.46154400712850696,0.0,0.2307667187857762,0.0,0.0,0.24747138971350635,0.366111,56919.0,16.539302423802724
20,cachebench-l2-only,0.06151503128477952,0.4609276890979424,0.0,0.23045855701597848,0.0,0.0,0.24709872260129967,0.364175,56919.0,16.34177794654468
21,cachebench-l2-only,0.03913151441805973,0.4719281100675039,0.0,0.2359587367431083,0.0,0.0,0.2529816387713281,0.365712,56919.0,16.910825223872465
