,appName,n_dm,n_l2,n_shm,tex_trans,n_flop_sp,n_flop_dp,n_int,act_util,inst_per_warp,real_cycle
0,cachebench-l2-only,0.04640651921872686,0.575721056182909,0.0,0.28784764314200884,0.0,0.0,0.618106431947153,0.36604699999999996,56919.0,27.459913571299566
1,cachebench-l2-only,0.03160333242195049,0.5757211591252481,0.0,0.28784764314200884,0.0,0.0,0.6175442295191412,0.36738000000000004,56919.0,27.65248392810837
2,cachebench-l2-only,0.048121916043600804,0.57572076206194,0.0,0.28784764314200884,0.0,0.0,0.6173685412603875,0.368052,56919.0,27.77519720360512
3,cachebench-l2-only,0.05404979671927275,0.5757211640272643,0.0,0.28784764314200884,0.0,0.0,0.6172631283051354,0.36640300000000003,56919.0,27.637931690156194
4,cachebench-l2-only,0.05666042914523898,0.5757210708889574,0.0,0.28784764314200884,0.0,0.0,0.6172279906533846,0.369777,56919.0,28.029609827270335
5,cachebench-l2-only,0.05268769310022011,0.5757210316728283,0.0,0.28784764314200884,0.0,0.0,0.6171928530016338,0.369481,56919.0,28.065792079579754
6,cachebench-l2-only,0.050795725653685814,0.5757209189264569,0.0,0.28784764314200884,0.0,0.0,0.6171577153498832,0.36885500000000004,56919.0,28.021683455155575
7,cachebench-l2-only,0.04839812014347456,0.5757213895200071,0.0,0.28784764314200884,0.0,0.0,0.6171225776981324,0.37102199999999996,56919.0,28.270276779507718
8,cachebench-l2-only,0.03905255380923518,0.575720992456699,0.0,0.28784764314200884,0.0,0.0,0.6171225776981324,0.369542,56919.0,28.105775565361302
9,cachebench-l2-only,0.0332945819152781,0.5757210708889574,0.0,0.28784764314200884,0.0,0.0,0.6171225776981324,0.370529,56919.0,28.228389824726367
10,cachebench-l2-only,0.022336041481566538,0.5757208208861339,0.0,0.28784764314200884,0.0,0.0,0.6170874400463817,0.371678,56919.0,28.30551914500255
11,cachebench-l2-only,0.06540485633720099,0.5757210904970221,0.0,0.28784764314200884,0.0,0.0,0.6170874400463817,0.372235,56919.0,31.646411404135694
12,cachebench-l2-only,0.14672251004246636,0.5757215365804915,0.0,0.28784764314200884,0.0,0.0,0.6170874400463817,0.372796,56919.0,43.51187881074509
13,cachebench-l2-only,0.23621461391407086,0.5757221983526715,0.0,0.28784764314200884,0.0,0.0,0.6170874400463817,0.373156,56919.0,53.3048996151865
14,cachebench-l2-only,0.34565084009576263,0.5757220414881548,0.0,0.28784764314200884,0.0,0.0,0.6170874400463817,0.372349,56919.0,60.73291064152216
15,cachebench-l2-only,0.4218150777546037,0.5757217571712183,0.0,0.28784764314200884,0.0,0.0,0.6170523023946309,0.371662,56919.0,64.74236987303361
16,cachebench-l2-only,0.5748437962750325,0.5757223944333175,0.0,0.28784764314200884,0.0,0.0,0.6170171647428803,0.368678,56919.0,79.40899860807112
17,cachebench-l2-only,0.0541547684930716,1.151416744432251,0.0,0.5756952862840177,0.0,0.0,0.618106431947153,0.36708,56919.0,41.07272753154482
18,cachebench-l2-only,0.13418565276345082,1.151417009141123,0.0,0.5756952862840177,0.0,0.0,0.6175442295191412,0.36642399999999997,56919.0,40.752255977961674
19,cachebench-l2-only,0.1502259613755638,1.151416940512897,0.0,0.5756952862840177,0.0,0.0,0.6173685412603875,0.366111,56919.0,41.260709056785956
20,cachebench-l2-only,0.15366716690761054,1.1514169895330584,0.0,0.5756952862840177,0.0,0.0,0.6172631283051354,0.364175,56919.0,40.822456996784915
