,appName,n_dm,n_l2,n_shm,tex_trans,n_flop_sp,n_flop_dp,n_int,act_util,inst_per_warp,real_cycle
0,cachebench-l2-only,0.016890562074039654,0.4071417092627014,0.0,0.20302354399008674,0.0,0.0,0.4356009913258984,0.368868,80700.0,26.575179620817842
1,cachebench-l2-only,0.025405509409851302,0.4069496035664498,0.0,0.20302354399008674,0.0,0.0,0.43520446096654275,0.368519,80700.0,26.563598430978924
2,cachebench-l2-only,0.014414377129801734,0.4071841116790582,0.0,0.20302354399008674,0.0,0.0,0.4350805452292441,0.368779,80700.0,26.581334413878558
3,cachebench-l2-only,0.029043646414188353,0.40719800379491944,0.0,0.20302354399008674,0.0,0.0,0.43500619578686495,0.368584,80700.0,26.57280542552664
4,cachebench-l2-only,0.03957779100836431,0.4071663713986989,0.0,0.20302354399008674,0.0,0.0,0.4349814126394052,0.368136,80700.0,26.542514364312275
5,cachebench-l2-only,0.03612097757899628,0.40682503436725526,0.0,0.20302354399008674,0.0,0.0,0.43495662949194547,0.36904899999999996,80700.0,26.608844478810408
6,cachebench-l2-only,0.03379616587283148,0.4071501195593247,0.0,0.20302354399008674,0.0,0.0,0.43493184634448573,0.368134,80700.0,26.545380926146223
7,cachebench-l2-only,0.03600994956242255,0.4071272241906753,0.0,0.20302354399008674,0.0,0.0,0.43490706319702604,0.369141,80700.0,26.630069600371748
8,cachebench-l2-only,0.02839417789653036,0.4073002584804833,0.0,0.20302354399008674,0.0,0.0,0.43490706319702604,0.36809000000000003,80700.0,26.62148208302355
9,cachebench-l2-only,0.028711288433240396,0.4070255019555452,0.0,0.20302354399008674,0.0,0.0,0.43490706319702604,0.369232,80700.0,26.704578577447336
10,cachebench-l2-only,0.02760992681226766,0.4072029652648699,0.0,0.20302354399008674,0.0,0.0,0.4348822800495663,0.368861,80700.0,26.687299034572494
11,cachebench-l2-only,0.026080329828841387,0.4072052160780669,0.0,0.20302354399008674,0.0,0.0,0.4348822800495663,0.369006,80700.0,26.694771972490702
12,cachebench-l2-only,0.0256653573226456,0.4070219563197026,0.0,0.20302354399008674,0.0,0.0,0.4348822800495663,0.36944699999999997,80700.0,26.73070362788104
13,cachebench-l2-only,0.0265209083604399,0.4071892909696406,0.0,0.20302354399008674,0.0,0.0,0.4348822800495663,0.369452,80700.0,26.72905103395291
14,cachebench-l2-only,0.02738258257822181,0.40727282518200125,0.0,0.20302354399008674,0.0,0.0,0.4348822800495663,0.369784,80700.0,26.756598812391573
15,cachebench-l2-only,0.023173634506660473,0.4069417741248451,0.0,0.20302354399008674,0.0,0.0,0.43485749690210657,0.36961900000000003,80700.0,26.765316372366797
16,cachebench-l2-only,0.33000289217394674,0.4074459320786865,0.0,0.20302354399008674,0.0,0.0,0.4348327137546468,0.369773,80700.0,40.52079754423792
17,cachebench-l2-only,0.035188709879156406,0.8085017101870382,0.0,0.4035467980295567,0.0,0.0,0.4329187192118227,0.370261,81200.0,31.80049524630542
18,cachebench-l2-only,0.05129927311037562,0.8084607715324815,0.0,0.4035467980295567,0.0,0.0,0.4325246305418719,0.36977,81200.0,31.761831316502462
19,cachebench-l2-only,0.07065584831049877,0.80804762065117,0.0,0.4035467980295567,0.0,0.0,0.4324014778325123,0.368827,81200.0,31.623372330541873
20,cachebench-l2-only,0.07560222155942119,0.8086115734682882,0.0,0.4035467980295567,0.0,0.0,0.43232758620689654,0.369975,81200.0,31.872662798645326
21,cachebench-l2-only,0.06370621103371306,0.8081336832281404,0.0,0.4035467980295567,0.0,0.0,0.43230295566502464,0.37075199999999997,81200.0,31.874307381280783
22,cachebench-l2-only,0.06359779094827586,0.8080632913523706,0.0,0.4035467980295567,0.0,0.0,0.43227832512315273,0.370739,81200.0,31.857620533004923
23,cachebench-l2-only,0.055733828990917486,0.8087093018780788,0.0,0.4035467980295567,0.0,0.0,0.43225369458128077,0.3711,81200.0,31.91126375615763
24,cachebench-l2-only,0.0628542324122537,0.8084414567618534,0.0,0.4035467980295567,0.0,0.0,0.43222906403940886,0.371055,81200.0,31.917447375000002
25,cachebench-l2-only,0.6660906471290025,0.8091081651208436,0.0,0.4035467980295567,0.0,0.0,0.43217980295566505,0.36950700000000003,81200.0,54.30615255295566
26,cachebench-l2-only,0.004697754993736081,1.4610995898002506,0.0,0.7297995545657016,0.0,0.0,0.3929064587973274,0.248989,89800.0,27.400684908797327
27,cachebench-l2-only,0.05543682140868597,1.4611324101301504,0.0,0.7297995545657016,0.0,0.0,0.3925501113585746,0.24897800000000003,89800.0,27.455896457906462
28,cachebench-l2-only,0.12078384909173162,1.4611378149359688,0.0,0.7297995545657016,0.0,0.0,0.3923719376391982,0.249335,89800.0,27.612851688752784
29,cachebench-l2-only,0.4145772397863307,1.4614176142295379,0.0,0.7297995545657016,0.0,0.0,0.39228285077951003,0.249085,89800.0,30.38764881848552
30,cachebench-tex-loads,0.1121700949843449,0.31669244490606935,0.0,0.6313680154142582,0.0,0.0,0.5886127167630057,0.360327,51900.0,20.457200932369943
31,cachebench-tex-loads,0.08670527757707129,0.3167509633911368,0.0,0.6313680154142582,0.0,0.0,0.5879961464354528,0.35941599999999996,51900.0,20.415382813102116
32,cachebench-tex-loads,0.06070927790823699,0.3164370898061175,0.0,0.6313680154142582,0.0,0.0,0.5878034682080925,0.360031,51900.0,20.466340262235068
33,cachebench-tex-loads,0.042018887734826586,0.3169439050457611,0.0,0.6313680154142582,0.0,0.0,0.5876878612716763,0.36139099999999996,51900.0,20.54977852196531
34,cachebench-tex-loads,0.043415842515655105,0.316752732117052,0.0,0.6313680154142582,0.0,0.0,0.5876493256262042,0.362902,51900.0,20.663388156069363
35,cachebench-tex-loads,0.038656502137524085,0.31712920730973027,0.0,0.6313680154142582,0.0,0.0,0.5876107899807321,0.363371,51900.0,20.708576302312135
36,cachebench-tex-loads,0.03661669075144509,0.31725326273482657,0.0,0.6313680154142582,0.0,0.0,0.5875722543352602,0.363237,51900.0,20.72249588034682
37,cachebench-tex-loads,0.03413112280226397,0.31693959612837186,0.0,0.6313680154142582,0.0,0.0,0.5875337186897881,0.362473,51900.0,20.768794971483622
38,cachebench-tex-loads,0.032999966130780344,0.31746044827793835,0.0,0.6313680154142582,0.0,0.0,0.5875337186897881,0.364205,51900.0,21.07027677842004
39,cachebench-tex-loads,0.032077330954961465,0.317311912933526,0.0,0.6313680154142582,0.0,0.0,0.5875337186897881,0.364299,51900.0,21.10351116531792
40,cachebench-tex-loads,0.028649653028660887,0.3172609021254817,0.0,0.6313680154142582,0.0,0.0,0.587495183044316,0.364184,51900.0,21.109971170712914
41,cachebench-tex-loads,0.02989718810211946,0.3174148377288054,0.0,0.6313680154142582,0.0,0.0,0.587495183044316,0.364544,51900.0,21.137792345279383
42,cachebench-tex-loads,0.03336765414258189,0.42208487626445085,0.0,0.6313680154142582,0.0,0.0,0.587495183044316,0.366886,51900.0,35.60709924585742
43,cachebench-tex-loads,0.035055752498795764,0.4548927662873314,0.0,0.6313680154142582,0.0,0.0,0.587495183044316,0.366242,51900.0,37.98973929518305
44,cachebench-tex-loads,0.03889076424012524,0.5122448142461464,0.0,0.6313680154142582,0.0,0.0,0.587495183044316,0.37092600000000003,51900.0,40.53063376300579
45,cachebench-tex-loads,0.032112385597302506,0.5267772496688343,0.0,0.6313680154142582,0.0,0.0,0.587456647398844,0.37091799999999997,51900.0,40.797049269749515
46,cachebench-tex-loads,0.5264562070989884,0.6339207573157515,0.0,0.6313680154142582,0.0,0.0,0.5874181117533719,0.37034,51900.0,64.8109271290944
47,cachebench-tex-loads,0.004875586542182663,0.508345452181695,0.0,0.5072445820433437,0.0,0.0,0.5358204334365325,0.249498,64600.0,15.552183613931888
48,cachebench-tex-loads,0.030660812330688854,0.5085707871758901,0.0,0.5072445820433437,0.0,0.0,0.5353250773993808,0.249505,64600.0,15.556868488390094
49,cachebench-tex-loads,0.04892747436145511,0.5085229718943498,0.0,0.5072445820433437,0.0,0.0,0.5351702786377709,0.249509,64600.0,15.561791357894739
50,cachebench-tex-loads,0.04694781890963622,0.508508595564048,0.0,0.5072445820433437,0.0,0.0,0.535077399380805,0.24951399999999999,64600.0,15.608413931578946
51,cachebench-tex-loads,0.04528439737325851,0.508804542376161,0.0,0.5072445820433437,0.0,0.0,0.535046439628483,0.24954,64600.0,15.627886727554179
52,cachebench-tex-loads,0.04040351985777864,0.5089173610439242,0.0,0.5072445820433437,0.0,0.0,0.5350154798761609,0.24955100000000002,64600.0,15.637924127089784
53,cachebench-tex-loads,0.03955883864647833,0.5089721906443498,0.0,0.5072445820433437,0.0,0.0,0.534984520123839,0.249558,64600.0,15.64771154396285
54,cachebench-tex-loads,0.03673543924148607,0.5092037538699691,0.0,0.5072445820433437,0.0,0.0,0.534953560371517,0.249558,64600.0,15.660884806811147
55,cachebench-tex-loads,0.2766972384142802,1.0139755919843265,0.0,0.5072445820433437,0.0,0.0,0.534891640866873,0.248989,64600.0,35.74237095
56,cachebench-tex-loads,0.00874011258149093,0.7435535581420069,0.0,0.7430385487528345,0.0,0.0,0.44040816326530613,0.24953899999999998,88200.0,15.006856732426302
57,cachebench-tex-loads,0.05274158296130953,0.744168803589144,0.0,0.7430385487528345,0.0,0.0,0.44004535147392293,0.24955,88200.0,15.033661587301587
58,cachebench-tex-loads,0.06231141935941043,0.7447959072952097,0.0,0.7430385487528345,0.0,0.0,0.4398639455782313,0.2496,88200.0,15.339561360544215
59,cachebench-tex-loads,0.26843297149589,1.400499043367347,0.0,0.7430385487528345,0.0,0.0,0.4397732426303855,0.248346,88200.0,29.39695817142857
60,cachebench,0.07483173356180298,0.203711869288259,0.0,0.20302354399008674,0.0,0.0,0.4356009913258984,0.249457,80700.0,11.91832594510533
61,cachebench,0.05677541966775093,0.20392580545229244,0.0,0.20302354399008674,0.0,0.0,0.43520446096654275,0.249464,80700.0,11.920700610656754
62,cachebench,0.04312941691837051,0.2037421705583953,0.0,0.20302354399008674,0.0,0.0,0.4350805452292441,0.249457,80700.0,11.92444645142503
63,cachebench,0.03276608000309789,0.2038387619075279,0.0,0.20302354399008674,0.0,0.0,0.43500619578686495,0.24945900000000001,80700.0,11.925902178066915
64,cachebench,0.024750099229399008,0.20400412407063198,0.0,0.20302354399008674,0.0,0.0,0.4349814126394052,0.249462,80700.0,11.932846298141264
65,cachebench,0.019808559866790584,0.2038728871398699,0.0,0.20302354399008674,0.0,0.0,0.43495662949194547,0.24945599999999998,80700.0,11.932899318959103
