,appName,coreF,memF,n_shm_ld,n_shm_st,n_gld,n_gst,l2_miss,l2_hit,mem_insts,insts,act_util,L_DM,D_DM,n_shm,tex_trans,fp_insts
0,cachebench-l2-only,1100,3600,0.0,0.0,16472.330078125,16384.005859375,0.0414857080219735,0.9585142919780265,32856.3359375,47843.6640625,0.368868,345.39166666666665,2.5666114969135805,0.0,16384.0,1.0
1,cachebench-l2-only,1100,3600,0.0,0.0,16456.8271484375,16384.005859375,0.0624291292759618,0.9375708707240382,32840.8330078125,47859.1669921875,0.368519,345.39166666666665,2.5666114969135805,0.0,16384.0,1.0
2,cachebench-l2-only,1100,3600,0.0,0.0,16475.74609375,16384.01171875,0.035400146313083844,0.9645998536869161,32859.7578125,47840.2421875,0.368779,345.39166666666665,2.5666114969135805,0.0,16384.0,1.0
3,cachebench-l2-only,1100,3600,0.0,0.0,16476.8515625,16384.02734375,0.07132561098903581,0.9286743890109642,32860.87890625,47839.12109375,0.368584,345.39166666666665,2.5666114969135805,0.0,16384.0,1.0
4,cachebench-l2-only,1100,3600,0.0,0.0,16474.3154296875,16384.0107421875,0.09720299560203509,0.902797004397965,32858.326171875,47841.673828125,0.368136,345.39166666666665,2.5666114969135805,0.0,16384.0,1.0
5,cachebench-l2-only,1100,3600,0.0,0.0,16446.7529296875,16384.02734375,0.08878749960698978,0.9112125003930103,32830.7802734375,47869.2197265625,0.36904899999999996,345.39166666666665,2.5666114969135805,0.0,16384.0,1.0
6,cachebench-l2-only,1100,3600,0.0,0.0,16473.0087890625,16384.005859375,0.08300664607297784,0.9169933539270222,32857.0146484375,47842.9853515625,0.368134,345.39166666666665,2.5666114969135805,0.0,16384.0,1.0
7,cachebench-l2-only,1100,3600,0.0,0.0,16471.1611328125,16384.005859375,0.08844888630085207,0.9115511136991479,32855.1669921875,47844.8330078125,0.369141,345.39166666666665,2.5666114969135805,0.0,16384.0,1.0
8,cachebench-l2-only,1100,3600,0.0,0.0,16485.0947265625,16384.0361328125,0.06971313497924267,0.9302868650207573,32869.130859375,47830.869140625,0.36809000000000003,345.39166666666665,2.5666114969135805,0.0,16384.0,1.0
9,cachebench-l2-only,1100,3600,0.0,0.0,16462.9365234375,16384.021484375,0.07053928634765545,0.9294607136523445,32846.9580078125,47853.0419921875,0.369232,345.39166666666665,2.5666114969135805,0.0,16384.0,1.0
10,cachebench-l2-only,1100,3600,0.0,0.0,16477.2685546875,16384.0107421875,0.06780384517659016,0.9321961548234099,32861.279296875,47838.720703125,0.368861,345.39166666666665,2.5666114969135805,0.0,16384.0,1.0
11,cachebench-l2-only,1100,3600,0.0,0.0,16477.4345703125,16384.0263671875,0.06404714084959419,0.9359528591504058,32861.4609375,47838.5390625,0.369006,345.39166666666665,2.5666114969135805,0.0,16384.0,1.0
12,cachebench-l2-only,1100,3600,0.0,0.0,16462.65625,16384.015625,0.06305644431251835,0.9369435556874817,32846.671875,47853.328125,0.36944699999999997,345.39166666666665,2.5666114969135805,0.0,16384.0,1.0
13,cachebench-l2-only,1100,3600,0.0,0.0,16476.1455078125,16384.0302734375,0.0651316450324261,0.9348683549675739,32860.17578125,47839.82421875,0.369452,345.39166666666665,2.5666114969135805,0.0,16384.0,1.0
14,cachebench-l2-only,1100,3600,0.0,0.0,16482.9111328125,16384.005859375,0.06723400356010774,0.9327659964398922,32866.9169921875,47833.0830078125,0.369784,345.39166666666665,2.5666114969135805,0.0,16384.0,1.0
15,cachebench-l2-only,1100,3600,0.0,0.0,16456.1953125,16384.005859375,0.05694582365375707,0.9430541763462429,32840.201171875,47859.798828125,0.36961900000000003,345.39166666666665,2.5666114969135805,0.0,16384.0,1.0
16,cachebench-l2-only,1100,3600,0.0,0.0,16496.853515625,16384.033203125,0.8099305114922981,0.1900694885077019,32880.88671875,47819.11328125,0.369773,345.39166666666665,2.5666114969135805,0.0,16384.0,1.0
17,cachebench-l2-only,1100,3600,0.0,0.0,32882.32421875,32768.0146484375,0.0435233586222296,0.9564766413777704,65650.3388671875,15549.6611328125,0.370261,345.39166666666665,2.5666114969135805,0.0,32768.0,1.0
18,cachebench-l2-only,1100,3600,0.0,0.0,32879.0087890625,32768.005859375,0.06345301456387926,0.9365469854361207,65647.0146484375,15552.9853515625,0.36977,345.39166666666665,2.5666114969135805,0.0,32768.0,1.0
19,cachebench-l2-only,1100,3600,0.0,0.0,32845.4345703125,32768.0322265625,0.0874402034047948,0.9125597965952053,65613.466796875,15586.533203125,0.368827,345.39166666666665,2.5666114969135805,0.0,32768.0,1.0
20,cachebench-l2-only,1100,3600,0.0,0.0,32891.2529296875,32768.0068359375,0.09349633871198372,0.9065036612880163,65659.259765625,15540.740234375,0.369975,345.39166666666665,2.5666114969135805,0.0,32768.0,1.0
21,cachebench-l2-only,1100,3600,0.0,0.0,32852.44921875,32768.005859375,0.0788312779876154,0.9211687220123846,65620.455078125,15579.544921875,0.37075199999999997,345.39166666666665,2.5666114969135805,0.0,32768.0,1.0
22,cachebench-l2-only,1100,3600,0.0,0.0,32846.7333984375,32768.005859375,0.07870397236067847,0.9212960276393215,65614.7392578125,15585.2607421875,0.370739,345.39166666666665,2.5666114969135805,0.0,32768.0,1.0
23,cachebench-l2-only,1100,3600,0.0,0.0,32899.1796875,32768.015625,0.06891701240666567,0.9310829875933343,65667.1953125,15532.8046875,0.3711,345.39166666666665,2.5666114969135805,0.0,32768.0,1.0
24,cachebench-l2-only,1100,3600,0.0,0.0,32877.439453125,32768.0068359375,0.07774741372617285,0.9222525862738271,65645.4462890625,15554.5537109375,0.371055,345.39166666666665,2.5666114969135805,0.0,32768.0,1.0
25,cachebench-l2-only,1100,3600,0.0,0.0,32931.5771484375,32768.005859375,0.8232405453843358,0.17675945461566422,65699.5830078125,15500.4169921875,0.36950700000000003,345.39166666666665,2.5666114969135805,0.0,32768.0,1.0
26,cachebench-l2-only,1100,3600,0.0,0.0,65670.736328125,65536.0068359375,0.003215218884825174,0.9967847811151749,131206.7431640625,0.0,0.248989,345.39166666666665,2.5666114969135805,0.0,65536.0,1.0
27,cachebench-l2-only,1100,3600,0.0,0.0,65673.6845703125,65536.005859375,0.03794099769763367,0.9620590023023663,131209.6904296875,0.0,0.24897800000000003,345.39166666666665,2.5666114969135805,0.0,65536.0,1.0
28,cachebench-l2-only,1100,3600,0.0,0.0,65674.1533203125,65536.0224609375,0.08266424142682578,0.9173357585731742,131210.17578125,0.0,0.249335,345.39166666666665,2.5666114969135805,0.0,65536.0,1.0
29,cachebench-l2-only,1100,3600,0.0,0.0,65699.2958984375,65536.005859375,0.28368156764341224,0.7163184323565878,131235.3017578125,0.0,0.249085,345.39166666666665,2.5666114969135805,0.0,65536.0,1.0
30,cachebench-tex-loads,1100,3600,0.0,0.0,52.33203125,16384.005859375,0.35419251955194075,0.6458074804480592,16436.337890625,35463.662109375,0.360327,345.39166666666665,2.5666114969135805,0.0,32768.0,1.0
31,cachebench-tex-loads,1100,3600,0.0,0.0,55.3642578125,16384.0107421875,0.27373327187012886,0.7262667281298711,16439.375,35460.625,0.35941599999999996,345.39166666666665,2.5666114969135805,0.0,32768.0,1.0
32,cachebench-tex-loads,1100,3600,0.0,0.0,39.0791015625,16384.005859375,0.19185259839620522,0.8081474016037948,16423.0849609375,35476.9150390625,0.360031,345.39166666666665,2.5666114969135805,0.0,32768.0,1.0
33,cachebench-tex-loads,1100,3600,0.0,0.0,65.3779296875,16384.0107421875,0.13257515625283853,0.8674248437471614,16449.388671875,35450.611328125,0.36139099999999996,345.39166666666665,2.5666114969135805,0.0,32768.0,1.0
34,cachebench-tex-loads,1100,3600,0.0,0.0,55.4560546875,16384.0107421875,0.13706540816705987,0.8629345918329401,16439.466796875,35460.533203125,0.362902,345.39166666666665,2.5666114969135805,0.0,32768.0,1.0
35,cachebench-tex-loads,1100,3600,0.0,0.0,75.0,16384.005859375,0.12189511797243412,0.8781048820275659,16459.005859375,35440.994140625,0.363371,345.39166666666665,2.5666114969135805,0.0,32768.0,1.0
36,cachebench-tex-loads,1100,3600,0.0,0.0,81.4384765625,16384.005859375,0.11541785397507742,0.8845821460249226,16465.4443359375,35434.5556640625,0.363237,345.39166666666665,2.5666114969135805,0.0,32768.0,1.0
37,cachebench-tex-loads,1100,3600,0.0,0.0,65.1591796875,16384.005859375,0.10768967721041597,0.892310322789584,16449.1650390625,35450.8349609375,0.362473,345.39166666666665,2.5666114969135805,0.0,32768.0,1.0
38,cachebench-tex-loads,1100,3600,0.0,0.0,92.17578125,16384.021484375,0.10394985047677088,0.8960501495232291,16476.197265625,35423.802734375,0.364205,345.39166666666665,2.5666114969135805,0.0,32768.0,1.0
39,cachebench-tex-loads,1100,3600,0.0,0.0,84.46875,16384.01953125,0.1010908498783069,0.8989091501216931,16468.48828125,35431.51171875,0.364299,345.39166666666665,2.5666114969135805,0.0,32768.0,1.0
40,cachebench-tex-loads,1100,3600,0.0,0.0,81.8349609375,16384.005859375,0.09030313170240402,0.909696868297596,16465.8408203125,35434.1591796875,0.364184,345.39166666666665,2.5666114969135805,0.0,32768.0,1.0
41,cachebench-tex-loads,1100,3600,0.0,0.0,89.82421875,16384.005859375,0.09418963623768332,0.9058103637623167,16473.830078125,35426.169921875,0.364544,345.39166666666665,2.5666114969135805,0.0,32768.0,1.0
42,cachebench-tex-loads,1100,3600,0.0,0.0,5522.193359375,16384.01171875,0.0790543703861019,0.9209456296138981,21906.205078125,29993.794921875,0.366886,345.39166666666665,2.5666114969135805,0.0,32768.0,1.0
43,cachebench-tex-loads,1100,3600,0.0,0.0,7224.8984375,16384.0361328125,0.07706377216087212,0.9229362278391279,23608.9345703125,28291.0654296875,0.366242,345.39166666666665,2.5666114969135805,0.0,32768.0,1.0
44,cachebench-tex-loads,1100,3600,0.0,0.0,10201.4921875,16384.013671875,0.07592222148185039,0.9240777785181497,26585.505859375,25314.494140625,0.37092600000000003,345.39166666666665,2.5666114969135805,0.0,32768.0,1.0
45,cachebench-tex-loads,1100,3600,0.0,0.0,10955.7275390625,16384.01171875,0.06096008439523611,0.9390399156047639,27339.7392578125,24560.2607421875,0.37091799999999997,345.39166666666665,2.5666114969135805,0.0,32768.0,1.0
46,cachebench-tex-loads,1100,3600,0.0,0.0,16516.4208984375,16384.06640625,0.8304763663650855,0.16952363363491452,32900.4873046875,18999.5126953125,0.37034,345.39166666666665,2.5666114969135805,0.0,32768.0,1.0
47,cachebench-tex-loads,1100,3600,0.0,0.0,71.1103515625,32768.005859375,0.00959108913290722,0.9904089108670928,32839.1162109375,31760.8837890625,0.249498,345.39166666666665,2.5666114969135805,0.0,32768.0,1.0
48,cachebench-tex-loads,1100,3600,0.0,0.0,85.6455078125,32768.02734375,0.0602881901670942,0.9397118098329058,32853.6728515625,31746.3271484375,0.249505,345.39166666666665,2.5666114969135805,0.0,32768.0,1.0
49,cachebench-tex-loads,1100,3600,0.0,0.0,82.578125,32768.005859375,0.09621487536578824,0.9037851246342118,32850.583984375,31749.416015625,0.249509,345.39166666666665,2.5666114969135805,0.0,32768.0,1.0
50,cachebench-tex-loads,1100,3600,0.0,0.0,81.6494140625,32768.005859375,0.09232453358543675,0.9076754664145632,32849.6552734375,31750.3447265625,0.24951399999999999,345.39166666666665,2.5666114969135805,0.0,32768.0,1.0
51,cachebench-tex-loads,1100,3600,0.0,0.0,100.767578125,32768.005859375,0.08900155875530608,0.9109984412446939,32868.7734375,31731.2265625,0.24954,345.39166666666665,2.5666114969135805,0.0,32768.0,1.0
52,cachebench-tex-loads,1100,3600,0.0,0.0,108.0556640625,32768.005859375,0.07939112113389162,0.9206088788661084,32876.0615234375,31723.9384765625,0.24955100000000002,345.39166666666665,2.5666114969135805,0.0,32768.0,1.0
53,cachebench-tex-loads,1100,3600,0.0,0.0,111.5625,32768.041015625,0.07772298639027318,0.9222770136097268,32879.603515625,31720.396484375,0.249558,345.39166666666665,2.5666114969135805,0.0,32768.0,1.0
54,cachebench-tex-loads,1100,3600,0.0,0.0,126.556640625,32768.005859375,0.072142907357409,0.927857092642591,32894.5625,31705.4375,0.249558,345.39166666666665,2.5666114969135805,0.0,32768.0,1.0
55,cachebench-tex-loads,1100,3600,0.0,0.0,32734.8173828125,32768.005859375,0.27288352954610096,0.727116470453899,65502.8232421875,0.0,0.248989,345.39166666666665,2.5666114969135805,0.0,32768.0,1.0
56,cachebench-tex-loads,1100,3600,0.0,0.0,45.39453125,65536.029296875,0.011754516518394103,0.9882454834816059,65581.423828125,22618.576171875,0.24953899999999998,345.39166666666665,2.5666114969135805,0.0,65536.0,1.0
57,cachebench-tex-loads,1100,3600,0.0,0.0,99.6689453125,65536.01953125,0.07087314424756265,0.9291268557524374,65635.6884765625,22564.3115234375,0.24955,345.39166666666665,2.5666114969135805,0.0,65536.0,1.0
58,cachebench-tex-loads,1100,3600,0.0,0.0,154.9453125,65536.0537109375,0.08366240838473414,0.9163375916152658,65690.9990234375,22509.0009765625,0.2496,345.39166666666665,2.5666114969135805,0.0,65536.0,1.0
59,cachebench-tex-loads,1100,3600,0.0,0.0,57988.0048828125,65536.0107421875,0.19166951435430635,0.8083304856456937,123524.015625,0.0,0.248346,345.39166666666665,2.5666114969135805,0.0,65536.0,1.0
60,cachebench,1100,3600,0.0,0.0,55.5419921875,16384.005859375,0.36734105785418725,0.6326589421458128,16439.5478515625,64260.4521484375,0.249457,345.39166666666665,2.5666114969135805,0.0,16384.0,1.0
61,cachebench,1100,3600,0.0,0.0,72.806640625,16384.005859375,0.27841213887485805,0.721587861125142,16456.8125,64243.1875,0.249464,345.39166666666665,2.5666114969135805,0.0,16384.0,1.0
62,cachebench,1100,3600,0.0,0.0,57.9873046875,16384.005859375,0.2116862542504868,0.7883137457495132,16441.9931640625,64258.0068359375,0.249457,345.39166666666665,2.5666114969135805,0.0,16384.0,1.0
63,cachebench,1100,3600,0.0,0.0,65.7822265625,16384.005859375,0.16074508938570933,0.8392549106142907,16449.7880859375,64250.2119140625,0.24945900000000001,345.39166666666665,2.5666114969135805,0.0,16384.0,1.0
64,cachebench,1100,3600,0.0,0.0,79.1083984375,16384.0244140625,0.12132156318972173,0.8786784368102782,16463.1328125,64236.8671875,0.249462,345.39166666666665,2.5666114969135805,0.0,16384.0,1.0
65,cachebench,1100,3600,0.0,0.0,68.5302734375,16384.01171875,0.09716132510156017,0.9028386748984398,16452.5419921875,64247.4580078125,0.24945599999999998,345.39166666666665,2.5666114969135805,0.0,16384.0,1.0
66,cachebench,1100,3600,0.0,0.0,90.4384765625,16384.015625,0.10953624281343256,0.8904637571865675,16474.4541015625,64225.5458984375,0.24945799999999999,345.39166666666665,2.5666114969135805,0.0,16384.0,1.0
67,cachebench,1100,3600,0.0,0.0,87.8818359375,16384.0087890625,0.08794990234310156,0.9120500976568985,16471.890625,64228.109375,0.24945,345.39166666666665,2.5666114969135805,0.0,16384.0,1.0
68,cachebench,1100,3600,0.0,0.0,89.56640625,16384.0087890625,0.08951788971222319,0.9104821102877768,16473.5751953125,64226.4248046875,0.249448,345.39166666666665,2.5666114969135805,0.0,16384.0,1.0
69,cachebench,1100,3600,0.0,0.0,104.4833984375,16384.005859375,0.08482989405547063,0.9151701059445294,16488.4892578125,64211.5107421875,0.24944699999999997,345.39166666666665,2.5666114969135805,0.0,16384.0,1.0
70,cachebench,1100,3600,0.0,0.0,103.9326171875,16384.005859375,0.0777189220173909,0.922281077982609,16487.9384765625,64212.0615234375,0.249448,345.39166666666665,2.5666114969135805,0.0,16384.0,1.0
